Date,Open,High,Low,Close,Adj Close,Volume
2010-12-17,114.000000,114.339996,113.820000,114.239998,91.136971,59150
2010-12-20,114.580002,114.739998,113.959999,114.480003,91.328438,72600
2010-12-21,114.860001,115.300003,114.779999,115.180000,91.886864,76200
2010-12-22,115.339996,115.599998,115.239998,115.599998,92.221947,108250
2010-12-23,115.440002,115.519997,115.160004,115.419998,92.078331,57400
2010-12-27,114.459999,115.019997,114.400002,114.980003,92.147255,71800
2010-12-28,115.220001,115.220001,114.800003,115.099998,92.243423,56650
2010-12-29,115.320000,115.440002,115.199997,115.199997,92.323555,53600
2010-12-30,115.120003,115.260002,114.879997,115.019997,92.179298,78900
2010-12-31,114.860001,115.139999,114.680000,115.139999,92.275482,145750
2011-01-03,115.940002,116.660004,115.900002,116.220001,93.141029,119200
2011-01-04,116.559998,116.559998,115.500000,116.120003,93.060883,108350
2011-01-05,115.860001,116.800003,115.720001,116.739998,93.557755,717750
2011-01-06,116.839996,116.919998,116.220001,116.540001,93.397453,72450
2011-01-07,116.699997,116.860001,115.480003,116.300003,93.205132,82250
2011-01-10,115.879997,116.279999,115.480003,116.199997,93.124992,124500
2011-01-11,116.660004,116.839996,116.120003,116.580002,93.429527,131700
2011-01-12,117.320000,117.720001,117.099998,117.620003,94.263031,107350
2011-01-13,117.680000,117.739998,117.160004,117.459999,94.134781,96050
2011-01-14,117.300003,118.339996,117.260002,118.300003,94.807976,193400
2011-01-18,118.260002,118.580002,118.040001,118.500000,94.968254,194900
2011-01-19,118.440002,118.500000,117.019997,117.320000,94.022583,111950
2011-01-20,117.080002,117.379997,116.320000,117.180000,93.910385,103450
2011-01-21,117.900002,118.139999,117.320000,117.440002,94.118744,117950
2011-01-24,117.400002,118.199997,117.379997,118.160004,94.695786,455900
2011-01-25,117.800003,118.199997,117.199997,118.120003,94.663712,226550
2011-01-26,118.440002,118.940002,118.239998,118.739998,95.160599,109250
2011-01-27,118.680000,119.099998,118.480003,118.900002,95.288826,297250
2011-01-28,119.080002,119.220001,116.680000,116.800003,93.605843,891400
2011-01-31,117.220001,117.800003,116.940002,117.699997,94.327126,140550
2011-02-01,118.480003,119.779999,118.379997,119.540001,95.801750,147400
2011-02-02,119.239998,119.660004,119.239998,119.339996,95.641434,91000
2011-02-03,119.199997,119.800003,118.500000,119.639999,95.881851,72250
2011-02-04,119.699997,120.019997,119.139999,119.959999,96.138344,97050
2011-02-07,120.300003,121.120003,120.260002,120.720001,96.747375,118050
2011-02-08,120.879997,121.300003,120.599998,121.279999,97.196190,153500
2011-02-09,120.980003,121.279999,120.459999,120.980003,96.955780,139650
2011-02-10,120.400002,121.160004,120.160004,121.019997,96.987816,125200
2011-02-11,120.599998,121.919998,120.559998,121.779999,97.596924,149200
2011-02-14,121.720001,122.139999,121.580002,122.080002,97.837326,92200
2011-02-15,121.720001,121.860001,121.379997,121.639999,97.484711,82150
2011-02-16,122.099998,122.599998,121.980003,122.419998,98.109825,94300
2011-02-17,122.059998,122.959999,121.959999,122.879997,98.478485,158250
2011-02-18,122.959999,123.220001,122.680000,123.080002,98.638756,120800
2011-02-22,121.680000,122.379997,120.239998,120.559998,96.619164,288400
2011-02-23,120.500000,120.760002,119.099998,119.879997,96.074219,276000
2011-02-24,119.660004,120.160004,118.660004,119.760002,95.978065,241300
2011-02-25,120.339996,121.120003,120.199997,121.059998,97.019875,106350
2011-02-28,121.540001,121.940002,121.160004,121.779999,97.596924,208350
2011-03-01,122.279999,122.300003,119.699997,119.699997,95.929939,235350
2011-03-02,119.620003,120.559998,119.500000,120.040001,96.202454,176350
2011-03-03,121.080002,122.239998,121.080002,122.099998,97.853348,136450
2011-03-04,122.059998,122.059998,120.400002,121.199997,97.132065,168250
2011-03-07,121.599998,121.739998,119.599998,120.139999,96.282570,155200
2011-03-08,120.419998,121.620003,119.959999,121.260002,97.180199,106350
2011-03-09,121.059998,121.379997,120.500000,121.120003,97.067963,116450
2011-03-10,119.879997,119.879997,118.760002,118.900002,95.288826,267850
2011-03-11,118.400002,120.139999,118.400002,119.699997,95.929939,134350
2011-03-14,118.959999,119.260002,118.059998,119.000000,95.368950,146100
2011-03-15,115.820000,118.239998,115.620003,117.680000,94.311096,346800
2011-03-16,117.260002,117.559998,114.639999,115.440002,92.515900,339900
2011-03-17,117.139999,117.400002,116.239998,116.879997,93.669960,176200
2011-03-18,118.400002,118.400002,117.139999,117.379997,94.070679,127700
2011-03-21,118.839996,119.379997,118.680000,119.160004,95.497192,136100
2011-03-22,119.180000,119.300003,118.699997,118.739998,95.160599,137800
2011-03-23,118.519997,119.419998,117.940002,119.120003,95.465141,204150
2011-03-24,119.820000,120.379997,119.199997,120.239998,96.362724,110800
2011-03-25,120.019997,120.580002,119.779999,120.059998,96.649307,134300
2011-03-28,120.379997,120.639999,119.760002,119.800003,96.440010,166150
2011-03-29,119.699997,120.620003,119.300003,120.580002,97.067909,110950
2011-03-30,121.239998,121.739998,121.120003,121.400002,97.728035,105550
2011-03-31,121.300003,121.559998,121.099998,121.239998,97.599213,127500
2011-04-01,122.120003,122.339996,121.500000,121.800003,98.050026,70400
2011-04-04,122.099998,122.260002,121.519997,121.860001,98.098320,78800
2011-04-05,121.559998,122.320000,121.559998,121.860001,98.098320,204950
2011-04-06,122.480003,122.500000,121.779999,122.220001,98.388130,142900
2011-04-07,122.059998,122.500000,121.360001,122.000000,98.211021,107150
2011-04-08,122.500000,122.519997,121.019997,121.540001,97.840706,86850
2011-04-11,121.680000,122.019997,120.919998,121.120003,97.502617,139650
2011-04-12,120.500000,120.599998,119.800003,120.239998,96.794197,104800
2011-04-13,120.839996,120.900002,119.800003,120.279999,96.826385,185100
2011-04-14,119.580002,120.500000,119.160004,120.300003,96.842506,78450
2011-04-15,120.500000,121.040001,120.220001,120.720001,97.180618,79700
2011-04-18,119.300003,119.599998,118.440002,119.400002,96.118011,151650
2011-04-19,119.620003,120.139999,119.320000,120.139999,96.713692,78900
2011-04-20,121.580002,121.980003,121.480003,121.760002,98.017830,173250
2011-04-21,122.379997,122.379997,121.940002,122.300003,98.452530,197850
2011-04-25,122.320000,122.400002,121.820000,122.180000,98.355919,99000
2011-04-26,122.620003,123.500000,122.519997,123.239998,99.209229,85050
2011-04-27,123.559998,124.239998,123.000000,124.040001,99.853226,72850
2011-04-28,123.900002,124.599998,123.860001,124.440002,100.175262,66050
2011-04-29,124.500000,124.879997,124.419998,124.800003,100.465050,99000
2011-05-02,125.440002,125.440002,124.320000,124.519997,100.239647,131000
2011-05-03,124.360001,124.519997,123.500000,124.120003,99.917664,66500
2011-05-04,124.099998,124.099998,122.779999,123.279999,99.241447,107000
2011-05-05,122.620003,123.360001,121.639999,122.199997,98.372040,98950
2011-05-06,123.480003,124.000000,122.279999,122.779999,98.838905,138550
2011-05-09,122.800003,123.580002,122.580002,123.279999,99.241447,66000
2011-05-10,123.660004,124.480003,123.519997,124.300003,100.062523,175550
2011-05-11,124.120003,124.120003,122.419998,122.980003,98.999947,174400
2011-05-12,122.680000,123.739998,122.019997,123.639999,99.531227,113500
2011-05-13,123.620003,123.699997,122.199997,122.559998,98.661812,126400
2011-05-16,122.199997,123.019997,121.620003,121.800003,98.050026,113500
2011-05-17,121.360001,121.860001,120.919998,121.779999,98.033913,142400
2011-05-18,121.900002,122.980003,121.680000,122.919998,98.951645,70550
2011-05-19,123.339996,123.459999,122.639999,123.080002,99.080414,266650
2011-05-20,122.860001,123.000000,122.000000,122.260002,98.420334,95450
2011-05-23,120.699997,121.160004,120.400002,120.800003,97.245026,136200
2011-05-24,121.160004,121.360001,120.519997,120.699997,97.164551,89650
2011-05-25,120.160004,121.500000,120.160004,121.099998,97.486519,62300
2011-05-26,120.779999,121.800003,120.540001,121.580002,97.872925,60450
2011-05-27,121.980003,122.400002,121.860001,122.120003,98.307625,47600
2011-05-31,123.300003,123.360001,122.419998,123.339996,99.289734,172500
2011-06-01,123.040001,123.040001,120.540001,120.599998,97.084023,222000
2011-06-02,120.699997,120.919998,119.820000,120.459999,96.971306,211800
2011-06-03,119.000000,120.180000,119.000000,119.300003,96.037514,148450
2011-06-06,119.059998,119.180000,117.940002,118.040001,95.023170,113250
2011-06-07,118.519997,118.940002,117.860001,117.879997,94.894371,203700
2011-06-08,117.699997,118.080002,117.260002,117.400002,94.507973,87600
2011-06-09,117.779999,118.779999,117.459999,118.300003,95.232506,43350
2011-06-10,117.839996,117.860001,116.400002,116.639999,93.896172,106750
2011-06-13,116.900002,117.220001,116.180000,116.720001,93.960587,77900
2011-06-14,117.820000,118.660004,117.820000,118.220001,95.168083,75400
2011-06-15,117.279999,117.559998,115.900002,116.160004,93.509766,79700
2011-06-16,116.199997,116.900002,115.540001,116.379997,93.686874,66050
2011-06-17,117.480003,117.500000,116.379997,116.699997,93.944473,58800
2011-06-20,116.339996,117.559998,116.320000,117.360001,94.475777,53700
2011-06-21,117.940002,119.160004,117.839996,118.959999,95.763779,132450
2011-06-22,118.660004,119.260002,118.199997,118.260002,95.200287,106050
2011-06-23,116.839996,117.900002,116.000000,117.860001,94.878288,260750
2011-06-24,117.320000,117.360001,115.800003,116.000000,93.834793,114500
2011-06-27,116.080002,117.419998,115.820000,116.980003,94.627525,77850
2011-06-28,117.480003,118.519997,117.360001,118.480003,95.840889,59500
2011-06-29,119.099998,119.699997,118.660004,119.540001,96.698380,125350
2011-06-30,119.940002,120.839996,119.820000,120.680000,97.620529,124850
2011-07-01,120.739998,122.599998,120.540001,122.500000,99.092751,139550
2011-07-05,122.400002,122.599998,122.000000,122.300003,98.930984,91850
2011-07-06,122.080002,122.639999,121.760002,122.480003,99.076607,94850
2011-07-07,123.580002,124.099998,123.379997,123.820000,100.160530,195400
2011-07-08,122.400002,122.980003,122.019997,122.980003,99.481033,105600
2011-07-11,121.440002,121.839996,120.440002,120.699997,97.636726,92750
2011-07-12,120.459999,121.419998,120.160004,120.160004,97.199883,132400
2011-07-13,120.820000,121.820000,120.320000,120.580002,97.539658,129700
2011-07-14,120.919998,121.379997,119.519997,119.800003,96.908691,55900
2011-07-15,120.459999,120.580002,119.639999,120.459999,97.442551,40350
2011-07-18,119.940002,120.019997,118.559998,119.440002,96.617455,94000
2011-07-19,120.139999,121.480003,120.080002,121.379997,98.186752,233300
2011-07-20,121.760002,121.779999,121.160004,121.379997,98.186752,90750
2011-07-21,122.000000,123.239998,121.779999,123.000000,99.497246,234250
2011-07-22,123.000000,123.199997,122.400002,123.099998,99.578102,90250
2011-07-25,121.879997,123.000000,121.800003,122.400002,99.011856,183650
2011-07-26,122.320000,122.500000,121.680000,121.879997,98.591232,138850
2011-07-27,121.199997,121.239998,119.300003,119.459999,96.633629,470300
2011-07-28,119.419998,120.480003,118.959999,119.120003,96.358612,169150
2011-07-29,117.959999,119.360001,117.440002,118.199997,95.614410,194600
2011-08-01,119.779999,119.820000,116.680000,117.779999,95.274658,435950
2011-08-02,116.959999,117.500000,114.779999,114.839996,92.896431,258400
2011-08-03,114.959999,115.540001,112.980003,115.419998,93.365601,380550
2011-08-04,113.879997,113.959999,109.839996,110.019997,88.997421,504200
2011-08-05,111.379997,111.660004,106.940002,109.779999,88.803291,538450
2011-08-08,106.019997,108.239998,102.540001,102.739998,83.108475,790300
2011-08-09,104.400002,107.400002,100.919998,107.339996,86.829544,579800
2011-08-10,105.459999,106.300003,102.480003,102.680000,83.059959,403100
2011-08-11,103.720001,108.699997,103.260002,107.180000,86.700104,919300
2011-08-12,108.480003,109.000000,107.320000,108.040001,87.395805,307200
2011-08-15,109.099998,110.400002,108.860001,110.260002,89.191589,225950
2011-08-16,109.220001,110.360001,108.239998,109.320000,88.431152,263800
2011-08-17,110.000000,110.800003,108.599998,109.440002,88.528282,160550
2011-08-18,106.580002,106.699997,103.739998,104.900002,84.855766,524000
2011-08-19,103.360001,105.820000,102.839996,102.900002,83.237923,1438400
2011-08-22,105.320000,105.379997,102.779999,102.980003,83.302635,246400
2011-08-23,103.519997,106.580002,103.000000,106.540001,86.182388,301950
2011-08-24,106.320000,108.080002,106.059998,108.000000,87.363426,151000
2011-08-25,108.720001,109.180000,105.620003,106.379997,86.052948,294150
2011-08-26,105.660004,108.279999,104.019997,107.779999,87.185440,197500
2011-08-29,109.339996,110.959999,109.239998,110.919998,89.725449,159000
2011-08-30,110.500000,111.919998,109.660004,111.120003,89.887253,129900
2011-08-31,111.980003,112.900002,110.919998,111.680000,90.340225,214950
2011-09-01,111.739998,112.800003,110.540001,110.599998,89.466599,274900
2011-09-02,108.320000,108.839996,107.400002,107.739998,87.153099,150350
2011-09-06,104.720001,107.139999,104.639999,107.000000,86.554497,197950
2011-09-07,108.720001,110.040001,108.300003,110.019997,88.997421,199700
2011-09-08,109.339996,110.580002,108.680000,108.860001,88.059059,115650
2011-09-09,107.660004,107.940002,105.440002,106.000000,85.745590,174200
2011-09-12,104.699997,106.760002,104.360001,106.760002,86.360359,161350
2011-09-13,107.099998,108.059998,106.379997,107.639999,87.072197,193500
2011-09-14,108.260002,110.459999,106.760002,109.160004,88.301773,459000
2011-09-15,110.339996,111.099998,109.419998,111.040001,89.822525,128700
2011-09-16,111.440002,112.059998,110.699997,111.699997,90.356422,79000
2011-09-19,109.860001,111.099998,109.180000,110.660004,89.515137,82150
2011-09-20,111.120003,112.139999,110.440002,110.480003,89.369553,154550
2011-09-21,110.599998,110.860001,107.139999,107.139999,86.667740,139000
2011-09-22,104.199997,105.000000,102.379997,103.779999,83.949791,420500
2011-09-23,102.599998,104.320000,102.459999,103.680000,84.340248,329200
2011-09-26,104.720001,106.339996,103.320000,106.199997,86.390167,193850
2011-09-27,108.440002,109.279999,106.860001,107.419998,87.382607,617550
2011-09-28,107.699997,108.239998,105.080002,105.279999,85.641800,197300
2011-09-29,107.059998,107.459999,104.160004,106.040001,86.260048,119300
2011-09-30,104.559998,105.480003,103.379997,103.519997,84.210106,183300
2011-10-03,102.820000,104.080002,100.339996,100.339996,81.623238,333100
2011-10-04,99.139999,102.820000,98.239998,102.540001,83.412888,285650
2011-10-05,102.879997,104.820000,102.000000,104.580002,85.072350,281000
2011-10-06,104.519997,106.620003,103.760002,106.599998,86.715576,583800
2011-10-07,107.160004,107.160004,105.180000,105.779999,86.048531,627150
2011-10-10,107.739998,109.360001,107.660004,109.360001,88.960739,168200
2011-10-11,108.760002,109.720001,108.599998,109.320000,88.928154,663200
2011-10-12,110.279999,111.599998,110.000000,110.320000,89.741661,509150
2011-10-13,109.699997,110.440002,108.900002,110.160004,89.611519,364000
2011-10-14,111.500000,112.059998,110.919998,111.980003,91.092010,423450
2011-10-17,111.480003,111.599998,109.639999,109.879997,89.383743,309650
2011-10-18,109.839996,112.839996,109.000000,112.080002,91.173355,259100
2011-10-19,111.839996,112.480003,110.400002,110.680000,90.034508,107900
2011-10-20,111.000000,111.480003,109.599998,111.180000,90.441223,68200
2011-10-21,112.500000,113.419998,112.239998,113.320000,92.182045,87200
2011-10-24,113.559998,114.959999,113.440002,114.760002,93.353477,138550
2011-10-25,114.180000,114.180000,112.239998,112.540001,91.547569,102400
2011-10-26,113.760002,114.059998,111.800003,113.620003,92.426102,1922200
2011-10-27,116.779999,118.300003,115.800003,117.540001,95.614899,309200
2011-10-28,117.040001,117.779999,116.879997,117.660004,95.712494,693650
2011-10-31,116.260002,116.339996,114.639999,114.639999,93.255836,153450
2011-11-01,111.540001,112.900002,111.160004,111.599998,90.782890,307150
2011-11-02,113.260002,113.760002,112.320000,113.360001,92.214592,122650
2011-11-03,114.639999,115.680000,113.040001,115.459999,93.922874,173650
2011-11-04,114.459999,114.900002,113.419998,114.800003,93.385979,147450
2011-11-07,114.639999,115.519997,113.639999,115.459999,93.922874,79500
2011-11-08,116.099998,117.019997,115.019997,116.839996,95.045456,135700
2011-11-09,114.239998,114.720001,112.400002,112.620003,91.612625,246850
2011-11-10,114.099998,114.199997,112.620003,113.639999,92.442352,121800
2011-11-11,115.040001,116.099998,115.019997,115.860001,94.248260,132650
2011-11-14,115.419998,115.480003,114.220001,114.739998,93.337181,359550
2011-11-15,114.519997,115.919998,114.120003,115.339996,93.825272,402200
2011-11-16,114.199997,115.459999,113.320000,113.480003,92.312218,91900
2011-11-17,113.260002,113.540001,110.919998,111.660004,90.831734,989950
2011-11-18,112.019997,112.180000,111.099998,111.500000,90.701538,188150
2011-11-21,109.900002,110.059998,108.480003,109.500000,89.074600,236700
2011-11-22,109.199997,109.800003,108.379997,108.919998,88.602806,263300
2011-11-23,108.000000,108.019997,106.599998,106.620003,86.731827,249100
2011-11-25,106.400002,107.580002,106.300003,106.300003,86.471527,75650
2011-11-28,109.260002,109.820000,108.639999,109.480003,89.058350,155550
2011-11-29,109.760002,110.500000,109.400002,109.800003,89.318665,134950
2011-11-30,112.900002,114.480003,112.620003,114.300003,92.979256,424450
2011-12-01,114.139999,114.839996,113.820000,114.220001,92.914185,107350
2011-12-02,115.400002,115.680000,114.139999,114.160004,92.865410,127300
2011-12-05,116.000000,116.279999,114.720001,115.400002,93.874077,194500
2011-12-06,115.379997,116.199997,115.019997,115.500000,93.955421,67600
2011-12-07,115.099998,116.320000,114.360001,115.879997,94.264519,86600
2011-12-08,115.019997,115.260002,113.080002,113.379997,92.230850,93450
2011-12-09,113.879997,115.540001,113.800003,115.300003,93.792725,882200
2011-12-12,114.279999,114.279999,112.660004,113.639999,92.442352,127200
2011-12-13,114.220001,114.760002,112.000000,112.559998,91.563820,162800
2011-12-14,112.099998,112.500000,111.099998,111.300003,90.538864,945150
2011-12-15,112.519997,112.620003,111.559998,111.720001,90.880539,82550
2011-12-16,112.519997,113.099998,111.639999,111.800003,90.945580,1480000
2011-12-19,112.279999,112.500000,110.440002,110.660004,90.018227,454150
2011-12-20,112.339996,114.160004,112.339996,113.959999,92.702675,143850
2011-12-21,113.900002,114.379997,113.019997,114.300003,92.979256,182650
2011-12-22,114.699997,115.379997,114.500000,115.379997,93.857819,1439800
2011-12-23,114.959999,115.680000,114.760002,115.599998,94.599213,256450
2011-12-27,115.379997,118.000000,115.360001,115.720001,94.697380,388650
2011-12-28,115.720001,115.720001,114.099998,114.300003,93.535362,180300
2011-12-29,114.620003,118.160004,114.519997,115.339996,94.386444,259100
2011-12-30,115.320000,115.559998,114.900002,114.900002,94.026390,254300
2012-01-03,116.900002,117.459999,116.599998,116.599998,95.417542,163250
2012-01-04,116.440002,116.919998,115.959999,116.800003,95.581207,448450
2012-01-05,116.279999,117.300003,115.680000,117.180000,95.892181,253500
2012-01-06,117.300003,117.300003,116.480003,116.940002,95.695786,166900
2012-01-09,117.139999,117.239998,116.540001,117.120003,95.843086,177000
2012-01-10,118.360001,118.540001,117.980003,118.120003,96.661423,261200
2012-01-11,117.779999,118.339996,117.559998,118.239998,96.759613,203800
2012-01-12,118.519997,118.639999,117.580002,118.500000,96.972366,202250
2012-01-13,117.699997,118.000000,116.820000,118.000000,96.563210,147200
2012-01-17,118.980003,119.180000,118.059998,118.320000,96.825073,324250
2012-01-18,118.320000,119.639999,118.099998,119.639999,97.905251,172100
2012-01-19,120.000000,120.339996,119.720001,120.279999,98.429001,224500
2012-01-20,120.080002,120.339996,119.779999,120.279999,98.429001,345200
2012-01-23,120.279999,120.980003,119.860001,120.400002,98.527229,130950
2012-01-24,119.680000,120.300003,119.480003,120.220001,98.379913,203100
2012-01-25,120.080002,121.540001,119.639999,121.279999,99.247330,254050
2012-01-26,121.860001,122.000000,120.160004,120.660004,98.739960,137600
2012-01-27,120.040001,120.779999,120.000000,120.500000,98.609047,104100
2012-01-30,119.400002,120.199997,118.980003,120.099998,98.281700,329650
2012-01-31,120.800003,120.919998,119.599998,120.040001,98.232620,157450
2012-02-01,121.000000,121.739998,120.860001,121.180000,99.165527,99050
2012-02-02,121.440002,121.660004,120.959999,121.419998,99.361900,143050
2012-02-03,122.599998,123.139999,122.379997,123.139999,100.769432,223150
2012-02-06,122.580002,123.019997,122.400002,122.959999,100.622108,150200
2012-02-07,122.760002,123.519997,122.279999,123.339996,100.933121,164250
2012-02-08,123.400002,123.699997,122.879997,123.599998,101.145874,259750
2012-02-09,123.900002,124.019997,123.139999,123.739998,101.260422,259000
2012-02-10,122.680000,123.000000,122.440002,122.900002,100.573021,123500
2012-02-13,123.779999,123.980003,123.300003,123.839996,101.342270,230400
2012-02-14,123.500000,123.720001,122.860001,123.660004,101.194962,203400
2012-02-15,124.099998,124.239998,122.879997,123.120003,100.753059,188100
2012-02-16,123.120003,124.540001,122.919998,124.459999,101.849655,438550
2012-02-17,124.900002,124.919998,124.320000,124.760002,102.095146,604200
2012-02-21,125.099998,125.360001,124.459999,124.839996,102.160606,758200
2012-02-22,124.599998,124.879997,124.239998,124.419998,101.816910,190900
2012-02-23,124.379997,125.080002,123.959999,125.019997,102.307899,328050
2012-02-24,125.279999,125.500000,125.000000,125.199997,102.455193,162950
2012-02-27,124.440002,125.800003,124.220001,125.419998,102.635239,267800
2012-02-28,125.540001,125.900002,125.279999,125.860001,102.995300,141900
2012-02-29,126.040001,126.400002,125.120003,125.180000,102.438820,229600
2012-03-01,125.639999,126.220001,125.199997,126.000000,103.109871,193450
2012-03-02,125.959999,126.059998,125.360001,125.660004,102.831619,142800
2012-03-05,125.419998,125.480003,124.660004,125.120003,102.389732,667900
2012-03-06,123.800003,123.860001,122.900002,123.160004,100.785789,411100
2012-03-07,123.580002,124.320000,123.459999,124.139999,101.587738,170350
2012-03-08,124.919998,125.599998,124.639999,125.339996,102.569771,253600
2012-03-09,125.620003,126.139999,125.480003,125.820000,102.962563,152950
2012-03-12,125.860001,126.019997,125.419998,125.879997,103.011665,174700
2012-03-13,126.580002,128.179993,126.360001,128.139999,104.861099,192100
2012-03-14,128.199997,128.460007,127.639999,128.039993,104.779236,709950
2012-03-15,128.220001,128.800003,127.879997,128.699997,105.319359,501650
2012-03-16,129.020004,129.100006,128.699997,128.880005,105.466652,272250
2012-03-19,128.880005,129.839996,128.759995,129.419998,105.908562,143500
2012-03-20,128.720001,129.199997,128.360001,129.059998,105.613968,1310800
2012-03-21,129.100006,129.240005,128.600006,128.860001,105.450310,162100
2012-03-22,127.900002,128.240005,127.540001,127.860001,104.631958,633200
2012-03-23,128.059998,128.440002,127.320000,128.360001,105.041145,111950
2012-03-26,128.679993,129.520004,128.660004,129.520004,106.463181,203000
2012-03-27,129.699997,129.779999,129.100006,129.160004,106.167252,573550
2012-03-28,129.119995,129.279999,127.800003,128.539993,105.657608,201350
2012-03-29,127.779999,128.460007,127.260002,128.320007,105.476784,2612050
2012-03-30,128.919998,129.039993,128.240005,128.740005,105.822037,270750
2012-04-02,128.740005,130.119995,128.479996,129.779999,106.676872,374700
2012-04-03,129.539993,129.820007,128.500000,129.279999,106.265892,333850
2012-04-04,128.259995,128.380005,127.540001,127.919998,105.147987,383000
2012-04-05,127.519997,128.279999,127.400002,127.879997,105.115128,722350
